Applicant Name,Job Role,Phone,Email,Companies Worked For,Years of Work Experience,Skills,Referees,LinkedIn Profile,Certifications,Education Background,Education Institutions
David Andrews,"Manager, Manager/Director, Engineers-Treasurer, Manager/Production, Engineer, Engineer/Engineering, Engineering/Research, Pro-Engineer,, Engineering, Engineering;",2003-2004,masonmonica@example.com,"Engineering, & Development, Amer Industrial Technologies, Amer Industrial Technologies, Roberts Filter Group, Project Engineering, & F, ##tion, Handling & Processing Pro, Management & Direction, External, Audi, & Control, State Roberts Filter Group",5,Python,No,https://linkedin.com/in/ryan38,"Certification, Certified, Training",Ph.D. AI,"Engineering, & Development, Amer Industrial Technologies, Amer Industrial Technologies, Roberts Filter Group, Project Engineering, & F, ##tion, Handling & Processing Pro, Management & Direction, External, Audi, & Control, State Roberts Filter Group"
Rhonda Moss,"Specialist/Member, Specialist",561-735-3858x074,jason44@example.net,"State, CSI",15,"Microsoft Office, Outlook, Pi, Pi, Pi",No,https://linkedin.com/in/fperry,Training,"Master's, Bachelor, Degree","State, CSI"
Brian Hamilton,,4196429709,aaronmack@example.org,"Digital Client, ExxonMobil, ExxonMobil, UX, Search, Analytics, Technology, Creative and PM, Client, EM, Del, ##iver Agency, C, US, EM, ExxonMobil, Restasis",2,"Next Gen Global, Generation, Development",No,https://linkedin.com/in/chad68,Certified Machine Learning,Ph.D. AI,"Digital Client, ExxonMobil, ExxonMobil, UX, Search, Analytics, Technology, Creative and PM, Client, EM, Del, ##iver Agency, C, US, EM, ExxonMobil, Restasis"
David Richardson,,910-777-5354x289,qbryan@example.net,OSHA,4,Project Management,No,https://linkedin.com/in/eherrera,Training,Diploma,OSHA
Mackenzie Hernandez,"Technician, Manager, Consultant, Engineering",786.458.9596x938,christopher73@example.com,"E, ##HNICIAN, PC Operating Systems, Microsoft Office, Outlook, Internet Experience, City, State Engineering Technician, Ana, PowerP, Oracle, Vend, OSSR, MR, SR, Austin, State Engineering Technician, As, Manufacturing Engineering, City, State Manufacturing Lead, Microsoft",8,"MS Excel, ##oint, D, D, TXZ",No,https://linkedin.com/in/alan33,Certified SQL,M.Sc. Data Science,"E, ##HNICIAN, PC Operating Systems, Microsoft Office, Outlook, Internet Experience, City, State Engineering Technician, Ana, PowerP, Oracle, Vend, OSSR, MR, SR, Austin, State Engineering Technician, As, Manufacturing Engineering, City, State Manufacturing Lead, Microsoft"
Maria Craig,"Manager, Engineering",751-653-0620x8119,djensen@example.org,"State, Engineering, State",25.0,"Windows XP Professional, Word Excel, ##look",No,https://linkedin.com/in/christine54,"Coursework, Training, [Course",Diploma in IT,"State, Engineering, State"
Lori Whitaker,Manager,935-615-2870x0571,nfigueroa@example.org,"P & L, E, MD, P & L",5,SQL,No,https://linkedin.com/in/jarvislisa,Training,"Bachelor, Certificate","P & L, E, MD, P & L"
Carrie Powers,Consultant,912.758.5571,xjimenez@example.org,"##W, State",20,Microsoft Office Suite,No,https://linkedin.com/in/kwright,Certified Project Management,Diploma,"##W, State"
Christopher Nicholson MD,"Engineer, Engineer's, Engineering",914-556-8062,anne21@example.net,"Engineering, Department of Navy, J",15,Machine Learning,No,https://linkedin.com/in/johnstonlisa,Training,Diploma in IT,"Engineering, Department of Navy, J"
Janet Garcia,,001-919-577-0271x009,nealcharles@example.com,R,11,SQL,Yes,https://linkedin.com/in/sandersdonald,"Certified, Training",Diploma,R
Jamie Johnston,"Manager, Managers, Consultant, Specialist, Analyst",(238)212-1200,steven57@example.org,"State, IKON, A, ##unt Executive, University of Vermont, PARS, IKON, Sigma",4,Six,No,https://linkedin.com/in/tuckertyler,"Certifications, Certified, Coursework",Bachelor,"State, IKON, A, ##unt Executive, University of Vermont, PARS, IKON, Sigma"
Patrick Gonzalez,Manager,(506)397-3555x7678,michael91@example.com,"Sigma Theta Tau International, Nursing Honor Society, R, RN, ASC, D, AS, D, / Pharmacy, AAAHC, Nursing, AAA",15,Project Management,No,https://linkedin.com/in/robinsonbrianna,"Training,, Certifications, Certifications/Awards/Memberships","Master, Nursing/Master, Master, Nursing/Master, Bachelor, Bachelor, Bachelor, Bachelor","Sigma Theta Tau International, Nursing Honor Society, R, RN, ASC, D, AS, D, / Pharmacy, AAAHC, Nursing, AAA"
Samantha Gregory,Engineering,001-699-660-7773x93402,dorseyterry@example.org,"Bar, MATLAB, MATLAB, Central Hole, MATLAB",11,"Delta II, Delta - II",No,https://linkedin.com/in/drussell,Certified Data Analysis,Master,"Bar, MATLAB, MATLAB, Central Hole, MATLAB"
Michelle Houston,Manager.,001-755-816-3296x902,hodgewilliam@example.net,Base,8,Project Management,No,https://linkedin.com/in/markvargas,Certified SQL,Bachelor,Base
Rachel Ryan,,2004-2011,jenniferramirez@example.net,Microsoft,12,Artist,No,https://linkedin.com/in/kcalderon,Certified Project Management,B.Sc. Computer Science,Microsoft
Donald Sullivan,Manager,(712)232-0399x323,williamssean@example.org,"Marketing and Advertising, Google Analytics",18,Brazilian,No,https://linkedin.com/in/franciscomoreno,Certified SQL,Diploma in IT,"Marketing and Advertising, Google Analytics"
Jennifer Smith,"Manager, Analyst, Managers.",724-286-0492x4409,lorimartin@example.org,"Power Point, MS Outlook, MS Word, Bo, ##lt, MAC, Millennium, Internet, SAP, Sabre, Great Plains, Lawson HRIS, CSG, ProAlpha, Quick Books, Centricity, AS400, Oracle, Oracle, MAS, Kofax, Excel, Management",1,"Windows 98, R11, R12, ISO900, C",No,https://linkedin.com/in/olivia95,Training,M.Sc. Data Science,"Power Point, MS Outlook, MS Word, Bo, ##lt, MAC, Millennium, Internet, SAP, Sabre, Great Plains, Lawson HRIS, CSG, ProAlpha, Quick Books, Centricity, AS400, Oracle, Oracle, MAS, Kofax, Excel, Management"
Christina Fleming,"Engineer, Manager, Manager,, Engineering",838-668-4555,esummers@example.net,"##Works, So, Broadcom, Intel, STMicro, Sigma Design, O, Visual, Assembly, J2ME, CDC, P, J, ODBC, D, JSO, S, L",4,"Linux, OS 9, DOS, MS, Windows, XML C, C + +, C, +, Basic, Java",No,https://linkedin.com/in/hollybenson,"Course, Coursera",Master's,"##Works, So, Broadcom, Intel, STMicro, Sigma Design, O, Visual, Assembly, J2ME, CDC, P, J, ODBC, D, JSO, S, L"
Chelsea Olson,Designer/Consultant,849-699-1948x735,michelle92@example.com,"U, Diligent, Diligent, Provision, Portal, C, Management Portal, Diligent, C, Application Portal, Target Process, Sc",8,"A, Waterfall, Adobe Creative Suite",No,https://linkedin.com/in/phillipsdaniel,Certified Cloud Computing,"Master,, Degree","U, Diligent, Diligent, Provision, Portal, C, Management Portal, Diligent, C, Application Portal, Target Process, Sc"
George Holland,"Engineer, Engineer,, Manager",+1-480-491-4632x02541,mayscarrie@example.com,"Operation & Programming, CNC Las, Autodesk Inventor, Autocad, Solidworks, Lean Manufacturing, Associates Of Applied Science, Aided Drafting & Design, Autodesk Invent, Solidworks, Microsoft, State Design, Autodesk Inventor, P & ID",12,SQL,No,https://linkedin.com/in/johnhorn,"Course, Course,, Certification, Training, Training,Â","Degree, Certificates, Certificates, Certificate, Certificates","Operation & Programming, CNC Las, Autodesk Inventor, Autocad, Solidworks, Lean Manufacturing, Associates Of Applied Science, Aided Drafting & Design, Autodesk Invent, Solidworks, Microsoft, State Design, Autodesk Inventor, P & ID"
Michael Webb,"Consultant, Specialist",001-393-990-4921x51915,marie61@example.org,"Ex, Riverside Bank, M & A, Primatics Financial, Primatics Financial, AC",17,Cybersecurity,No,https://linkedin.com/in/ghamilton,Certified Cloud Computing,Bachelor's,"Ex, Riverside Bank, M & A, Primatics Financial, Primatics Financial, AC"
Katherine Taylor,,001-507-261-8978,davischad@example.org,"MU, ##IMEDIA, Artist, ##media, Adobe Photo, After, Dream, Â, State, Â, ##L, Free Lance Digital, State, ' s of Fine Arts, F, A, Digital Art & Design, Towson University, Digital Art & Design Community College",6,"##sh, Adobe, Effects, Adobe Illus, ##tor, Adobe In, ##esign, Adobe Premiere, Adobe, Weaver, ##chbook, Microsoft Word, Â, Microsoft Word, PowerPoint",No,https://linkedin.com/in/asimmons,Certified Project Management,Bachelor's,"MU, ##IMEDIA, Artist, ##media, Adobe Photo, After, Dream, Â, State, Â, ##L, Free Lance Digital, State, ' s of Fine Arts, F, A, Digital Art & Design, Towson University, Digital Art & Design Community College"
William Barnes,Specialist,4999600610,william91@example.org,"Abbott Nutrition Award, Abbott Nutrition, State Business Development & Digital Media, Business Review Brazil, Supply Chain Digital, Marketing & Social Media, Google",17,"Portuguese, English, Brazilian",No,https://linkedin.com/in/richard96,Certified Machine Learning,"Master, Certificate, Certificate","Abbott Nutrition Award, Abbott Nutrition, State Business Development & Digital Media, Business Review Brazil, Supply Chain Digital, Marketing & Social Media, Google"
Cheryl Pittman,Manager,887.468.8773x1319,joshuastephens@example.net,"##OA, In, ##gram, Facebook, +",13,Google,No,https://linkedin.com/in/buckhector,"Training,, Coursework, Certified, Training, Certifications",Diploma,"##OA, In, ##gram, Facebook, +"
Brittany Short,"Consultant, Analyst",874.682.0963x490,emeadows@example.net,Uber,14,Python,No,https://linkedin.com/in/kelly03,Certified Project Management,"Master, Bachelor",Carnegie Mellon
Michael Carroll,"Manager, Analyst., Analyst,, Engineering, Analyst",(733)592-1240,mccarthyjoseph@example.com,"City, State Merck Global Capital Investment Planning &, Merck Capital Investments, State Americas & Merck, Care M, MCC Finance, State Biologics Product Lifecycle & Sourcing, BMSC, B, Commercial, B, ##iologics M, BMSC, Merck",2,MCC,No,https://linkedin.com/in/dhall,Certified Data Analysis,"Master, Bachelor","City, State Merck Global Capital Investment Planning &, Merck Capital Investments, State Americas & Merck, Care M, MCC Finance, State Biologics Product Lifecycle & Sourcing, BMSC, B, Commercial, B, ##iologics M, BMSC, Merck"
Vettes,Consultant,+1-415-472-5958,aholmes@example.org,"Roosevelt, State, State",26.0,Project Management,Yes,https://linkedin.com/in/randy99,Certified Python,Diploma,"Roosevelt, State, State"
Don Raymond,,599.717.1840,georgefelicia@example.net,"Microsoft, School of Visual Arts",13,"Adobe CS6, Office, Mac, Arts, Computer Arts",No,https://linkedin.com/in/rjohnson,Training,"Bachelor, Bachelor","Microsoft, School of Visual Arts"
Margaret Anderson,,946.835.3392x770,caitlinmitchell@example.com,"IN, PowerPoint, In, City, State Fitness, City, State, Front Rush, City, City, State, Promotion, Delta, Word",7,Microsoft Word,No,https://linkedin.com/in/shawnallen,Certified Project Management,Bachelor,"IN, PowerPoint, In, City, State Fitness, City, State, Front Rush, City, City, State, Promotion, Delta, Word"
Brian Harris,"Manager, Analyst, Specialist",001-435-681-5748x631,flemingmatthew@example.org,"Creative, Adobe Creative Suite, IBM Marketing Cloud, Google Analytics, Act, LinkedIn, Facebook, Twitter, Google +, Pinterest, Wordpress, In, ##gram, YouTube, CS, SE, Keywords Experience, State, IBM Marketing, State, My, State, LinkedI, Inc, R, Link",12,"Microsoft Office Suite, JavaScript, Cloud, ##SQL, Social123",No,https://www.linkedin.com/in/teralynnmyers,Certified Python,Bachelor,"Creative, Adobe Creative Suite, IBM Marketing Cloud, Google Analytics, Act, LinkedIn, Facebook, Twitter, Google +, Pinterest, Wordpress, In, ##gram, YouTube, CS, SE, Keywords Experience, State, IBM Marketing, State, My, State, LinkedI, Inc, R, Link"
Joseph Lindsey,"Manager, Engineering,, Engineer, Engineer,, Specialist, Manager,, Engineering",920) 716-6086,korbitzt@hotmail.com,"Product Development, Planning & Development Lea, Six Sigma P, Design, Analysis, and, Future State, MA, L, MTV, H, FM, Operations, Jackson, Sigma",8,Python,No,https://linkedin.com/in/abell,Certified Cybersecurity,"Master, Master, Bachelor, Bachelor, Degree","Product Development, Planning & Development Lea, Six Sigma P, Design, Analysis, and, Future State, MA, L, MTV, H, FM, Operations, Jackson, Sigma"
Randy Lewis,"Scientist, Engineering",557.845.7762,yfisher@example.com,"Finance and Engineering, R, SAS, Fortran, V, State, Space, Markets and Institutions, Bank Financial Management, Management, Finance, Working Capital Management, Yu, Mountain Nuclear, Rep, ##OE, Company, City, State, Force, Engineering, Institute, Tech, State, USA, Tech, Engineering, India, University",11,"##itative Research, S, GA",No,https://linkedin.com/in/amy67,Certified Project Management,"PhD, PhD.","Finance and Engineering, R, SAS, Fortran, V, State, Space, Markets and Institutions, Bank Financial Management, Management, Finance, Working Capital Management, Yu, Mountain Nuclear, Rep, ##OE, Company, City, State, Force, Engineering, Institute, Tech, State, USA, Tech, Engineering, India, University"
Kai,"Engineering,, Engineering, Engineering.",313-992-0946x91762,taylorwilliams@example.com,"Bellevue College, Stanbury Electrical Engineering, Stanbury Electrical Engineering",5,E,No,https://linkedin.com/in/brianlewis,Coursework,Diploma,"Bellevue College, Stanbury Electrical Engineering, Stanbury Electrical Engineering"
Kristi Spears,"Manager/, Manager, Manager., Specialist, Engineering",735-352-1364,lbolton@example.org,"Management Information Systems, Networks, Development Systems, IT, State",4,"C, Java",Yes,https://linkedin.com/in/jessicahill,"Coursework, Training","Masterof, Bachelor","Management Information Systems, Networks, Development Systems, IT, State"
Rachel Roach,Consultant,271-737-7374x554,hudsonjoseph@example.net,"SPSS, MS Word, Excel, PowerPoint, Gartner, Forrester, Datamonitor, OneSource, Factiva, Capgemini Consulting, Capgemini Group",7,SQL,No,https://linkedin.com/in/joseph44,Certified Cybersecurity,"Master's, Bachelor's","SPSS, MS Word, Excel, PowerPoint, Gartner, Forrester, Datamonitor, OneSource, Factiva, Capgemini Consulting, Capgemini Group"
Mark Chavez,"Manager, Managers",(530)205-7568,waderyan@example.com,"Management, PM, PM, Sarbanes, Oxley, Sarban, Oxley, Children, Toy, Inc, IT, Corporation, North, Light Technologies, Inc, NJ, MA, MA",12,"Management, American",No,https://linkedin.com/in/nathan61,Certified Project Management,"Master, Bachelor","Management, PM, PM, Sarbanes, Oxley, Sarban, Oxley, Children, Toy, Inc, IT, Corporation, North, Light Technologies, Inc, NJ, MA, MA"
Dustin Robinson,,001-876-765-1525,scott06@example.org,"Media, Graphic Designer, State, Print Press, Graphic Artist Company, State, Federated, Visual Communications Brown College, State Skills, Adobe Photo, ##op, Word, ##P",14,"G, Adobe Creative Suite, Adobe A, Adobe Il, ##sh, Adobe In, ##esign, Excel Power, ##oint",No,https://linkedin.com/in/morgangriffin,Certified Machine Learning,MBA,"Media, Graphic Designer, State, Print Press, Graphic Artist Company, State, Federated, Visual Communications Brown College, State Skills, Adobe Photo, ##op, Word, ##P"
Jill Mitchell,"Engineering, Engineering/STEM",2008-2011,aaron44@example.org,"Computer Science, Lynchburg College, Engineering Inter, Engineering Intern, US State Department, Autodesk Invent, ##smos, Autodesk, Seagate Barrac, Seagate Barr",14,"Eagle Scout, ##CA, Rev, O, ##is Multi Element Mo, ROM, Intel Xeon, Windows Server, ##uda, ##uda",No,https://linkedin.com/in/oliviasheppard,Certified Project Management,"Master, Diploma","Computer Science, Lynchburg College, Engineering Inter, Engineering Intern, US State Department, Autodesk Invent, ##smos, Autodesk, Seagate Barrac, Seagate Barr"
Grace Collins,,(968)232-4598,johnsonmatthew@example.org,"Newman Shares Food Pantry, Career Center, Rauner Family YMCA, Microsoft Excel, Microsoft, Microsoft Office, and, University of Illinois at Urbana - Champaign, ' s List, PowerPoint, State, Research, Fi, ##G, State, Age Options",2,"Career Fair Pre, Fair, Age, Word, Dean, James Scholar, Ex, Microsoft Word, Code",No,https://linkedin.com/in/cassandra84,Certified SQL,"Bachelor's, Degree, Bachelor, *Certificate","Newman Shares Food Pantry, Career Center, Rauner Family YMCA, Microsoft Excel, Microsoft, Microsoft Office, and, University of Illinois at Urbana - Champaign, ' s List, PowerPoint, State, Research, Fi, ##G, State, Age Options"
Robin Peterson,"Technician, Manager",(654)641-6421x61150,erica19@example.com,"State, SEATTL, A, SE, ##TL, State, State, Internet, ##ic",22.0,"Internet, Detective",No,https://linkedin.com/in/nicholas64,"Coursework, Courses, Certification, Course, Training",Bachelor,"State, SEATTL, A, SE, ##TL, State, State, Internet, ##ic"
Jean Underwood,"Engineer, Engineering,, Engineering",(518)501-1893x9867,katherine64@example.com,"J2EE Technologies, Tata Consultancy Services, Designing, Coding and Unit Testing, Bootstrap, JPA, Struts, JSP, E, XML, P, ##QL, WebSer, Bootstrap, JPA, Stru, JSP, E, State, FedEx Office, FedEx, Web Services, Hi, ##nate, E, FedEx",17,"Java, 3, Core Java, S, Sun, Java, Java, 3, Core Java, XML, Eclipse 4, Java, Eclipse Database, MySQL Server",No,https://linkedin.com/in/riveraglenn,"Certified, Training","Bachelor, Diploma","J2EE Technologies, Tata Consultancy Services, Designing, Coding and Unit Testing, Bootstrap, JPA, Struts, JSP, E, XML, P, ##QL, WebSer, Bootstrap, JPA, Stru, JSP, E, State, FedEx Office, FedEx, Web Services, Hi, ##nate, E, FedEx"
Steve Bornstein,"Manager, Manager., Engineer, Manager,, Analysts, Analyst",(611)417-6977x099,gardnerleslie@example.com,"Information Technology, Entertainment, Internet, Healthcare, Automotive, Banking Industries, &, ESPN, ABC Family, Touchstone Television, DreamWorks Animations, Computer Information Systems, IT Services, Operation CIO, NFL Network IT, NFL Network, Video, NFL Network, O, NFL Network, NFL Network, NFL, Access, NFL, NFL, Path, NFL Network",20.0,"O, Science, IT, over, Conference, League",No,https://linkedin.com/in/johnsonbarbara,"Training:, Certified, Training","Master, Master, Bachelor","Information Technology, Entertainment, Internet, Healthcare, Automotive, Banking Industries, &, ESPN, ABC Family, Touchstone Television, DreamWorks Animations, Computer Information Systems, IT Services, Operation CIO, NFL Network IT, NFL Network, Video, NFL Network, O, NFL Network, NFL Network, NFL, Access, NFL, NFL, Path, NFL Network"
V,Manager,001-544-813-8024x5196,jpope@example.com,"Visual Communications, Soft, Soft, Autodesk 3D, Autodesk Maya, Adobe Photo, ##op, After Effects, Joom, Wordpress, Google, MAC, Adobe, ##we, ##ros",17,"Maya, Maya, Maya, UV, Flash, Windows, Dream, Maya",Yes,https://linkedin.com/in/johnsonmary,Certified Data Analysis,"Master, Bachelor","Visual Communications, Soft, Soft, Autodesk 3D, Autodesk Maya, Adobe Photo, ##op, After Effects, Joom, Wordpress, Google, MAC, Adobe, ##we, ##ros"
Madeline Haynes DDS,"Specialist, Specialists",958.352.9186x68153,lcampbell@example.net,"MEDI, Qualifications Organization, Di, Media Management, Production, Adobe, Current Media Specialist, Specialist, San Bernardino Probation Department, State, ESPN, Fox Sports South, Pitt, State, ##EG, Pitt, County",15,Project Management,No,https://linkedin.com/in/kmiller,Certified Python,Bachelor,"MEDI, Qualifications Organization, Di, Media Management, Production, Adobe, Current Media Specialist, Specialist, San Bernardino Probation Department, State, ESPN, Fox Sports South, Pitt, State, ##EG, Pitt, County"
George Carroll,"Manager, Specialist",929-257-2999x83469,ocortez@example.org,Uber,10,SQL,No,https://linkedin.com/in/pamelabenjamin,Certified Data Analysis,Bachelor,Cambridge
Mary Barrett,"Engineer, Engineering, Engineers, Manager",9425304756,christopherturner@example.net,"R & D, D",10,Cloud Computing,No,https://linkedin.com/in/edwardbrown,Certified Project Management,Masters,"R & D, D"
Dr. Robert Dominguez,"Technician, Engineers, Engineering",+1-769-598-2234x73119,jill31@example.org,"Tel, Arc, ##box, Office, Magellan, G, ##in Oregon, Google Earth, Crystal",14,"Windows XP, Arc, ##vent, Java, ArcGI, Too, Microsoft Office, Survey, Project, Adobe CS, S, Armenian, Reports",No,https://linkedin.com/in/ashleymoore,Certified Cloud Computing,"Master, Bachelor, Degree, Certificate,, Certificate,, Certificate,","Tel, Arc, ##box, Office, Magellan, G, ##in Oregon, Google Earth, Crystal"
Adam Arnold,,592-644-9757x6679,frazieralex@example.net,"R & D, Destructive Technology, Oklahoma Jr. College, SAP, SAP, Pcard, Royal",6,Agreement,No,https://linkedin.com/in/sbright,Certified SQL,MBA,"R & D, Destructive Technology, Oklahoma Jr. College, SAP, SAP, Pcard, Royal"
Debra Morgan,,755-328-1965x113,dgill@example.org,Netflix,10,Data Analysis,No,https://linkedin.com/in/brandon21,Certified SQL,Diploma,Carnegie Mellon
Kyle Hernandez,"Technician., Technician, Technician/, Specialist, Engineering",355.259.7462x63937,bmarks@example.com,"Field Service, Service",13,Project Management,No,https://linkedin.com/in/evanschristopher,Certifications,B.Tech Mechanical,"Field Service, Service"
Nicole Henderson,"Manager, Manager/Instructional",1993-2007,martinezanthony@example.net,"Camtasia, Adobe Presenter, Captivate, Dream, PowerP, X, ##D, EC Council, VC, Adobe, Microsoft Office, NCPA, Lynda, com, SM, Can, State Man",18,"Mark, Adobe e, Weaver, Microsoft Office, ##oint, Word, Excel, Master Level",No,https://linkedin.com/in/laura26,Certified Machine Learning,"Bachelor, Master, Masters, Bachelors","Camtasia, Adobe Presenter, Captivate, Dream, PowerP, X, ##D, EC Council, VC, Adobe, Microsoft Office, NCPA, Lynda, com, SM, Can, State Man"
Balf,"Specialist, Manager, Manager., Specialist;",001-876-304-5847,leeaustin@example.org,"Leighton Asia, CIMIC Group, Finance and Administration",16,Data Analysis,No,https://linkedin.com/in/nmelendez,Training,Bachelor,"Leighton Asia, CIMIC Group, Finance and Administration"
Ryan Hamilton,"Manager, Consultant, Director/Consultant, Manager/Vice, Manager:, Manager/Corporate, Consultant,",(950)362-9715x67239,richcathy@example.com,"Â, B, P & L, Product, & Technology Manufacturing, / Design, & Communications, Media, Digital, ##or Management, State, State, GE Imaging, GE",1,Fortune 1000,No,https://linkedin.com/in/jasonali,"Certification, Course,, Courses:, Training",Master,"Â, B, P & L, Product, & Technology Manufacturing, / Design, & Communications, Media, Digital, ##or Management, State, State, GE Imaging, GE"
Kelly Cruz,Manager,847.801.9570x13306,hhayes@example.org,"City, State, City, State",10,Python,No,https://linkedin.com/in/qking,Certified Project Management,Certificate,"City, State, City, State"
Zachary Jones,"Consultant, Specialist, Manager",+1-661-954-0841x046,ethanpollard@example.com,State,15.0,Microsoft Office,No,https://linkedin.com/in/ncollier,Certified Python,"Masterminded, Masterminded, Bachelor, Certificate, Certificate",State
Anthony Hughes,"Engineer, Engineering,, Engineering",001-413-218-2703x7378,shawnjackson@example.com,"ISO, Highlights Plastics Manufacturing Processes Process Engineering & QA Management, Bluehill, Solidworks, Algore FEA, Matlab, Microsoft Office, ASTM, ProE, Ansys, LabV, Current Engineering, AS, A, ##eal, H",16,"##CA, ISO 9001, AS9, ISO 900, AS, HP",No,https://linkedin.com/in/zruiz,Certified Python,B.Tech Mechanical,"ISO, Highlights Plastics Manufacturing Processes Process Engineering & QA Management, Bluehill, Solidworks, Algore FEA, Matlab, Microsoft Office, ASTM, ProE, Ansys, LabV, Current Engineering, AS, A, ##eal, H"
Tyler Thornton,"Engineer., Consultant, Engineer, Engineer,, Consultant,",10013480,pattersondeanna@example.net,"Microsoft, Growth Mindset, One Microsoft, Microsoft, Services, Microsoft, Enterprise Communications Global, Microsoft, ECGP, Architect, 3, Alcoa, S, ##fBOnline, Aon, Lubrizol, AllState, AirL, Delta",19,"to Green, Get Healthy, Healthy, Get Healthy",No,https://linkedin.com/in/fisherchase,Training,"Mastercard,, Certificate","Microsoft, Growth Mindset, One Microsoft, Microsoft, Services, Microsoft, Enterprise Communications Global, Microsoft, ECGP, Architect, 3, Alcoa, S, ##fBOnline, Aon, Lubrizol, AllState, AirL, Delta"
Rachel Kidd,"Manager, Manager.",1995772,ehardy@example.org,"Hotel, Bangkok, Wyndham, Hotel, Finance Department, Information, Management, Board of Directors, Sales and Marketing, Financial Institutions, Organization, Bank Books, General Ledger, Journal, Sundr, Creditors Ledger, Sun",3,Machine Learning,No,https://linkedin.com/in/amberwhitaker,Certified Data Analysis,"Bachelor, Diploma, Diploma","Hotel, Bangkok, Wyndham, Hotel, Finance Department, Information, Management, Board of Directors, Sales and Marketing, Financial Institutions, Organization, Bank Books, General Ledger, Journal, Sundr, Creditors Ledger, Sun"
Aaron Savage,"Manager, Engineering,, Developer,, Analysts., Manager,, Engineering, Analyst",1221056,doylejohn@example.com,"Q, E, State, Q, Kat",5,"Python, E",No,https://linkedin.com/in/karen79,"Certification, Certified, Certifications, Training","Master, Bachelors, Master, Certificate, Certificate, Certificate","Q, E, State, Q, Kat"
Michael Davis,"Consultant, Manager, Specialist",(204)440-1743x37105,hsmith@example.net,Salesforce,4,"Windows XP, Windows 7, MS",Yes,https://linkedin.com/in/sharon30,Certified SQL,Diploma,MIT
Elizabeth Smith,Specialist,(781)735-3947x1988,robert06@example.com,"National Student Loan Database, NSLDS, Status, SS, Excel",11,"Con, Reports, Microsoft",Yes,https://linkedin.com/in/jasonsutton,Certified Cloud Computing,"Bachelor's, Degree, Master's, Degree","National Student Loan Database, NSLDS, Status, SS, Excel"
Felicia Wood,"Engineer, Manager, Manager,, Engineering",486-974-3924x75698,yolandabowman@example.com,"G, Global Digital Marketing, City, State Global, x, ##x, Market, x, ##x",10,Belt,No,https://linkedin.com/in/arnoldkeith,Certification,Bachelor,"G, Global Digital Marketing, City, State Global, x, ##x, Market, x, ##x"
Jackie Ortega,Manager,(444)811-9572x820,leah85@example.net,"F & I, CSI, Rolex",4,Machine Learning,No,https://linkedin.com/in/vwoods,Certified Project Management,B.Tech Mechanical,"F & I, CSI, Rolex"
Nicholas Barrett,"Specialist, Manager,, Manager/Freelance",(823)278-8066x3775,ojones@example.net,"State, To, ##master, Marketing, Google Analytics, State",2,Cybersecurity,No,https://linkedin.com/in/bhurst,Training,Bachelor,"State, To, ##master, Marketing, Google Analytics, State"
Elizabeth A,Manager,205.449.2241x54124,ryan75@example.net,"Henkel, Â, ##rden, Remington, Allergan, Galderma, Dentsu Aegis Company, State",8,Digital Strategy,No,https://linkedin.com/in/cynthiasimpson,Certified Machine Learning,Bachelor,"Henkel, Â, ##rden, Remington, Allergan, Galderma, Dentsu Aegis Company, State"
Colleen Stevenson,"Manager, Engineering,, Specialist, Engineering, Analyst",835.576.4895,xwiley@example.net,"Engineering, ES, MS, Manufacturing Systems Engineering, Manufacturing Systems Engineering, MSE, Manufacturing Engineering, ME, Manufacturing System Engineering, Manufacturing Engineering, Engineering Process Initiative, Engineering, Manufacturing, & Logistics, EM & L, Process Initiatives, PI, C, ISSO, Engineering, Manufacturing",2,"S, ##Point, S, ##Point",No,https://linkedin.com/in/craig13,Certified Python,"Masters, Bachelor","Engineering, ES, MS, Manufacturing Systems Engineering, Manufacturing Systems Engineering, MSE, Manufacturing Engineering, ME, Manufacturing System Engineering, Manufacturing Engineering, Engineering Process Initiative, Engineering, Manufacturing, & Logistics, EM & L, Process Initiatives, PI, C, ISSO, Engineering, Manufacturing"
Keith Kim,,3962541539,susanjones@example.net,"State, O, D, S, O, Out, TKMA, Â Marks and Spencer, Banana Republic, Â JCP, Â",1,Date,No,https://linkedin.com/in/ojennings,Certified,Bachelors,"State, O, D, S, O, Out, TKMA, Â Marks and Spencer, Banana Republic, Â JCP, Â"
Marie Hurst,"Consultant, Manager, Manager,",+1-490-640-5811x82086,angelawillis@example.org,"Research and Analysis, Alliance, Apple Watch, Po, Apple Watch, Apple Watch, Mobile, AFP, Risk Authe, ##cation, B, ##metric, Mobile Token, U, ##R, UX, CIA, CWI, T, International ACH, Internal, Apple Watch, Remember Me, Mobile De, ##t, Soft Token, Remember, Centered Design, Wells Fargo, Mobile, Mobile, CC, AC",4,"B, Met, iOS, Android, 3D Touch, iOS, Me",Yes,https://linkedin.com/in/rorr,Training,Certificate,"Research and Analysis, Alliance, Apple Watch, Po, Apple Watch, Apple Watch, Mobile, AFP, Risk Authe, ##cation, B, ##metric, Mobile Token, U, ##R, UX, CIA, CWI, T, International ACH, Internal, Apple Watch, Remember Me, Mobile De, ##t, Soft Token, Remember, Centered Design, Wells Fargo, Mobile, Mobile, CC, AC"
